date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:47:24	15099/15099	---MC-	200	added ('OK')	text/html	etag:W/%2217f36af4bc608c19178552f087741df6%22	https://www.hacksplaining.com/join	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/join.html	(from https://www.hacksplaining.com/)
13:47:25	69498/69498	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:27%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/directory-traversal-2-59a237e91126dbad1aa8032c5f5b451904709fdac6564c75a16107d4e8c87695.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/directory-traversal-2-59a237e91126dbad1aa8032c5f5b451904709fdac6564c75a16107d4e8c87695.png	(from https://www.hacksplaining.com/)
13:47:25	474290/474290	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:25%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/backgrounds/main-characters-170557b938bdf710d75bc52c2b3fbcc98a7cce6f19b6f9540bf0ece5dc3b91a5.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/backgrounds/main-characters-170557b938bdf710d75bc52c2b3fbcc98a7cce6f19b6f9540bf0ece5dc3b91a5.png	(from https://www.hacksplaining.com/)
13:47:27	842286/842286	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:27%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/code-3-3bc426c3cc32b338c7a180989ea14ad071b23103d1e71282d483e47e9a10d52b.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/code-3-3bc426c3cc32b338c7a180989ea14ad071b23103d1e71282d483e47e9a10d52b.png	(from https://www.hacksplaining.com/)
13:47:28	25528/25528	---MC-	200	added ('OK')	text/html	etag:W/%226874931074bff6561d098c4e4770895e%22	https://www.hacksplaining.com/exercises/sql-injection	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/exercises/sql-injection.html	(from https://www.hacksplaining.com/)
13:47:28	1220455/1220455	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:28%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/quiz-9276cfbb00436da1035d5e017e5919135655709b3a64b0f0d47188aed60c8e64.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/quiz-9276cfbb00436da1035d5e017e5919135655709b3a64b0f0d47188aed60c8e64.png	(from https://www.hacksplaining.com/)
13:47:29	38153/38153	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:28%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/white-854de9109020661c31d6492b9d2a00fc5ca65c1958025d6695e31670c608248a.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/white-854de9109020661c31d6492b9d2a00fc5ca65c1958025d6695e31670c608248a.png	(from https://www.hacksplaining.com/)
13:47:30	78964/78964	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:27%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/command-execution-1-abe6f984c42c59885fdb8a4a1ad37fa62cfb0771510f39cd77a1d19ebddf3e17.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/command-execution-1-abe6f984c42c59885fdb8a4a1ad37fa62cfb0771510f39cd77a1d19ebddf3e17.png	(from https://www.hacksplaining.com/)
13:47:30	117477/117477	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:27%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/command-execution-2-f1e144ffdccee1215bbe432d8e1250fcfcaf825b4de2bce56c291e8ba9662e76.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/command-execution-2-f1e144ffdccee1215bbe432d8e1250fcfcaf825b4de2bce56c291e8ba9662e76.png	(from https://www.hacksplaining.com/)
13:47:31	141/141	---MC-	302	error ('Found')	text/html	date:Sun,%2014%20Aug%202022%2009:47:31%20GMT	https://www.hacksplaining.com/exercises/directory-traversal	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/exercises/directory-traversal.17.delayed	(from https://www.hacksplaining.com/)
13:47:32	172303/172303	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:27%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/directory-traversal-1-e8f0ef2f268bc08c13bfcd58edad1d632180753380c5fd6e8d0a615aab6e88a6.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/directory-traversal-1-e8f0ef2f268bc08c13bfcd58edad1d632180753380c5fd6e8d0a615aab6e88a6.png	(from https://www.hacksplaining.com/)
13:47:32	152892/152892	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:27%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/directory-traversal-3-3beb8d2af4d0b89d7d6cb1a56cbaea16a26a1f5b21980377199e74cd85cdc113.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/directory-traversal-3-3beb8d2af4d0b89d7d6cb1a56cbaea16a26a1f5b21980377199e74cd85cdc113.png	(from https://www.hacksplaining.com/)
13:47:32	128442/128442	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:26%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/flynn/amy-neutral-53502fb5f0b259bed1190f1f93d7533b6438638ba4cbe74117008b1448571d5a.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/flynn/amy-neutral-53502fb5f0b259bed1190f1f93d7533b6438638ba4cbe74117008b1448571d5a.png	(from https://www.hacksplaining.com/)
13:47:32	103223/103223	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:26%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/flynn/amy-checklist-3ee626b0100675722b43b10d6204580d84183fdfa26bfc1e155fad651f0a98d3.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/flynn/amy-checklist-3ee626b0100675722b43b10d6204580d84183fdfa26bfc1e155fad651f0a98d3.png	(from https://www.hacksplaining.com/)
13:47:33	171858/171858	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:26%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/flynn/amy-paperwork-bc4d6b1bdc4bdd487c594dda3db83cba5ccc7c8a8a5b3f81d97277ff2ac6d7c3.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/flynn/amy-paperwork-bc4d6b1bdc4bdd487c594dda3db83cba5ccc7c8a8a5b3f81d97277ff2ac6d7c3.png	(from https://www.hacksplaining.com/)
13:47:33	15387/15387	---MC-	200	added ('OK')	text/html	etag:W/%22df225fa0ec023fb63406ec25a8dba9c1%22	https://www.hacksplaining.com/login?next=%2Fexercises%2Fdirectory-traversal	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/login0f92.html	(from https://www.hacksplaining.com/)
13:47:34	30494/30494	---MC-	200	added ('OK')	text/html	etag:W/%22e61c533f7996ff0e53822fc53c314822%22	https://www.hacksplaining.com/exercises/command-execution	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/exercises/command-execution.html	(from https://www.hacksplaining.com/)
13:47:34	27809/27809	---MC-	200	added ('OK')	text/html	etag:W/%22955e92cebfd85a546d86bde0965d8c7d%22	https://www.hacksplaining.com/glossary	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/glossary.html	(from https://www.hacksplaining.com/)
13:47:35	36912/36912	---MC-	200	added ('OK')	text/html	etag:W/%222aff300e27be9711c95e5c30e2c3eda9%22	https://www.hacksplaining.com/privacy	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/privacy.html	(from https://www.hacksplaining.com/)
13:47:35	22655/22655	---MC-	200	added ('OK')	text/html	etag:W/%2248fc48749a2dfa5c18fe834f94d8cd84%22	https://www.hacksplaining.com/legal	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/legal.html	(from https://www.hacksplaining.com/)
13:47:35	7656/7656	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2003%20Aug%202022%2016:37:25%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/cookieinfo-1af9cc137c2c2bc8ea4d469f45d357ec43dc6c23537bd0c96aa9b51ff416ce5e.js	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/cookieinfo-1af9cc137c2c2bc8ea4d469f45d357ec43dc6c23537bd0c96aa9b51ff416ce5e.js	(from https://www.hacksplaining.com/)
13:47:36	154228/154228	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2003%20Aug%202022%2016:37:26%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-solid-900-addc97d14257b43232b89194f73bd3b862007d5eedcb4569362b8f26356d8db3.woff2	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-solid-900-addc97d14257b43232b89194f73bd3b862007d5eedcb4569362b8f26356d8db3.woff2	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-bd10ee974bbc51bb3d86fa9ae10645db2b3eb4dc3d8cc7ce69082d3b5ef323f2.css)
13:47:37	388460/388460	---MCZ	200	added ('OK')	application/x-font-ttf	date:Wed,%2003%20Aug%202022%2016:37:26%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-solid-900-a0cc38b88839387e4451bb1ebdd9ecd821b2df0f7fcd5b26df75630f4171ee32.ttf	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-solid-900-a0cc38b88839387e4451bb1ebdd9ecd821b2df0f7fcd5b26df75630f4171ee32.ttf	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-bd10ee974bbc51bb3d86fa9ae10645db2b3eb4dc3d8cc7ce69082d3b5ef323f2.css)
13:47:37	23940/23940	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2003%20Aug%202022%2016:37:26%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-regular-400-6919b47939790fc2ab662fd09b22907c53f32d9a817eed0782e2fb3e7af24b5b.woff2	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-regular-400-6919b47939790fc2ab662fd09b22907c53f32d9a817eed0782e2fb3e7af24b5b.woff2	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-bd10ee974bbc51bb3d86fa9ae10645db2b3eb4dc3d8cc7ce69082d3b5ef323f2.css)
13:47:37	60520/60520	---MCZ	200	added ('OK')	application/x-font-ttf	date:Wed,%2003%20Aug%202022%2016:37:26%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-regular-400-79a39b18a5524be800ab200fbedebf7f737a316f01b874fe42b005fda10a6f11.ttf	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-regular-400-79a39b18a5524be800ab200fbedebf7f737a316f01b874fe42b005fda10a6f11.ttf	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-bd10ee974bbc51bb3d86fa9ae10645db2b3eb4dc3d8cc7ce69082d3b5ef323f2.css)
13:47:38	181852/181852	---MCZ	200	added ('OK')	application/x-font-ttf	date:Wed,%2003%20Aug%202022%2016:37:26%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-brands-400-d6e9a2e4cad853a5a88711678db47de7456f36b30923f8350f55c41434809ba8.ttf	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-brands-400-d6e9a2e4cad853a5a88711678db47de7456f36b30923f8350f55c41434809ba8.ttf	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-bd10ee974bbc51bb3d86fa9ae10645db2b3eb4dc3d8cc7ce69082d3b5ef323f2.css)
13:47:38	105536/105536	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2003%20Aug%202022%2016:37:26%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-brands-400-e624f952dec1ac1e2673205a87513cab83c4a0d187b08528a5ff0c36d9b1e090.woff2	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-brands-400-e624f952dec1ac1e2673205a87513cab83c4a0d187b08528a5ff0c36d9b1e090.woff2	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-bd10ee974bbc51bb3d86fa9ae10645db2b3eb4dc3d8cc7ce69082d3b5ef323f2.css)
13:47:39	6576/6576	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Aug%202022%2009:47:39%20GMT	https://www.toptal.com/designers/subtlepatterns/patterns/hip-square.png	C:/My%20Web%20Sites/My%20sites/www.toptal.com/designers/subtlepatterns/patterns/hip-square.28.delayed	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-bd10ee974bbc51bb3d86fa9ae10645db2b3eb4dc3d8cc7ce69082d3b5ef323f2.css)
13:47:39	8476/8476	---M--	200	added ('OK')	image/gif	date:Wed,%2003%20Aug%202022%2016:37:29%20GMT	https://d1o5lmfp4gliop.cloudfront.net/images/lightbox/loading.gif	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/images/lightbox/loading.gif	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-bd10ee974bbc51bb3d86fa9ae10645db2b3eb4dc3d8cc7ce69082d3b5ef323f2.css)
13:47:40	1360/1360	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:29%20GMT	https://d1o5lmfp4gliop.cloudfront.net/images/lightbox/prev.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/images/lightbox/prev.png	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-bd10ee974bbc51bb3d86fa9ae10645db2b3eb4dc3d8cc7ce69082d3b5ef323f2.css)
13:47:40	1350/1350	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:29%20GMT	https://d1o5lmfp4gliop.cloudfront.net/images/lightbox/next.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/images/lightbox/next.png	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-bd10ee974bbc51bb3d86fa9ae10645db2b3eb4dc3d8cc7ce69082d3b5ef323f2.css)
13:47:40	280/280	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:29%20GMT	https://d1o5lmfp4gliop.cloudfront.net/images/lightbox/close.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/images/lightbox/close.png	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-bd10ee974bbc51bb3d86fa9ae10645db2b3eb4dc3d8cc7ce69082d3b5ef323f2.css)
13:47:41	467942/467942	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:27%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/code-43468e0914334bdf742bc2fa55437b0a4610055e3874007a13618c0f36cb6bbb.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/code-43468e0914334bdf742bc2fa55437b0a4610055e3874007a13618c0f36cb6bbb.png	(from https://www.hacksplaining.com/features)
13:47:42	513616/513616	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:28%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/risks-4f0bbc2f695993c17b408bbb479283c439a2287c9c1e19c8e20935aa30c298f8.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/risks-4f0bbc2f695993c17b408bbb479283c439a2287c9c1e19c8e20935aa30c298f8.png	(from https://www.hacksplaining.com/features)
13:47:42	1541468/1541468	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:27%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/marketing/laptop-exercise-aed26fe54af3a689af3c6f34874305fb986fd45467a49e3ce7d4d356e4979b89.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/marketing/laptop-exercise-aed26fe54af3a689af3c6f34874305fb986fd45467a49e3ce7d4d356e4979b89.png	(from https://www.hacksplaining.com/features)
13:47:43	30267/30267	---MC-	200	added ('OK')	text/html	etag:W/%22aea3ff01fbb2ca55d4e001040f5f5c40%22	https://www.hacksplaining.com/exercises/xss-stored	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/exercises/xss-stored.html	(from https://www.hacksplaining.com/lessons)
13:47:43	1035993/1035993	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:27%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/concept-6a552323e3a0f32ea1e27c89da1025256237a10ac5f5c9d77420bec70e491978.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/concept-6a552323e3a0f32ea1e27c89da1025256237a10ac5f5c9d77420bec70e491978.png	(from https://www.hacksplaining.com/features)
13:47:44	22435/22435	---MC-	200	added ('OK')	text/html	etag:W/%2228c44f21d065d375e7a17c0dadb650e3%22	https://www.hacksplaining.com/exercises/click-jacking	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/exercises/click-jacking.html	(from https://www.hacksplaining.com/lessons)
13:47:44	25372/25372	---MC-	200	added ('OK')	text/html	etag:W/%22be71861be6fb9bd38ee6710c8542b540%22	https://www.hacksplaining.com/exercises/csrf	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/exercises/csrf.html	(from https://www.hacksplaining.com/lessons)
13:47:46	31196/31196	---MC-	200	added ('OK')	text/html	etag:W/%22e87ae5f6e8ca16f273f4c97f977a8f32%22	https://www.hacksplaining.com/exercises/xss-reflected	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/exercises/xss-reflected.html	(from https://www.hacksplaining.com/lessons)
13:47:46	33957/33957	---MC-	200	added ('OK')	text/html	etag:W/%22caaf5494696d1241811f2f45ac0cdf4a%22	https://www.hacksplaining.com/exercises/file-upload	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/exercises/file-upload.html	(from https://www.hacksplaining.com/lessons)
13:47:46	23865/23865	---MC-	200	added ('OK')	text/html	etag:W/%22fbe74de7599131e28111101c3dcdc7fb%22	https://www.hacksplaining.com/exercises/open-redirects	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/exercises/open-redirects.html	(from https://www.hacksplaining.com/lessons)
13:47:47	28646/28646	---MC-	200	added ('OK')	text/html	etag:W/%2280d028b5f2e45bb5d113f9afd5ca2272%22	https://www.hacksplaining.com/exercises/unencrypted-communication	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/exercises/unencrypted-communication.html	(from https://www.hacksplaining.com/lessons)
13:47:47	42531/42531	---MC-	200	added ('OK')	text/html	etag:W/%2242585a6f85462273f29503343054b1c0%22	https://www.hacksplaining.com/exercises/user-enumeration	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/exercises/user-enumeration.html	(from https://www.hacksplaining.com/lessons)
13:47:48	28167/28167	---MC-	200	added ('OK')	text/html	etag:W/%22900965c488f6fc1250092cd9e288f330%22	https://www.hacksplaining.com/exercises/email-spoofing	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/exercises/email-spoofing.html	(from https://www.hacksplaining.com/lessons)
13:47:48	31994/31994	---MC-	200	added ('OK')	text/html	etag:W/%22c1f452e419727034b569eebe7f43e53a%22	https://www.hacksplaining.com/exercises/password-mismanagement	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/exercises/password-mismanagement.html	(from https://www.hacksplaining.com/lessons)
13:47:48	28942/28942	---MC-	200	added ('OK')	text/html	etag:W/%222b3cf57af3ddfab89b66b06fb584e082%22	https://www.hacksplaining.com/exercises/malvertising	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/exercises/malvertising.html	(from https://www.hacksplaining.com/lessons)
13:47:49	40855/40855	---MC-	200	added ('OK')	text/html	etag:W/%22dc5ff67787fd837fac6c3088ca961802%22	https://www.hacksplaining.com/exercises/logging-and-monitoring	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/exercises/logging-and-monitoring.html	(from https://www.hacksplaining.com/lessons)
13:47:49	24003/24003	---MC-	200	added ('OK')	text/html	etag:W/%22ef8b7386beeaf1422a0aaeba40365702%22	https://www.hacksplaining.com/exercises/buffer-overflows	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/exercises/buffer-overflows.html	(from https://www.hacksplaining.com/lessons)
13:47:49	19316/19316	---MC-	200	added ('OK')	text/html	etag:W/%22b615d46dd3a15b8a198182e1b6c2d513%22	https://www.hacksplaining.com/exercises/ssrf	C:/My%20Web%20Sites/My%20sites/www.hacksplaining.com/exercises/ssrf.html	(from https://www.hacksplaining.com/lessons)
13:47:49	627055/627055	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:28%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/enterprise/enterprise-risks-1f115eadf66b895f65ae6d6b52628cc6a93bea9a8d2b67f362640e8876baa755.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/enterprise/enterprise-risks-1f115eadf66b895f65ae6d6b52628cc6a93bea9a8d2b67f362640e8876baa755.png	(from https://www.hacksplaining.com/enterprise)
13:47:50	674809/674809	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:27%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/enterprise/enterprise-concepts-33288429b2c4d7c06cc07aafbe9f21abba698b627d33a98aca59549952664774.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/enterprise/enterprise-concepts-33288429b2c4d7c06cc07aafbe9f21abba698b627d33a98aca59549952664774.png	(from https://www.hacksplaining.com/enterprise)
13:47:50	467942/467942	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Aug%202022%2016:37:27%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/enterprise/enterprise-code-43468e0914334bdf742bc2fa55437b0a4610055e3874007a13618c0f36cb6bbb.png	C:/My%20Web%20Sites/My%20sites/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/enterprise/enterprise-code-43468e0914334bdf742bc2fa55437b0a4610055e3874007a13618c0f36cb6bbb.png	(from https://www.hacksplaining.com/enterprise)
